Date,Open,High,Low,Close,Volume
2019-12-23,11970.33887,12570.62109,11758.47461,12111.58203,13105674
2019-12-24,12111.58203,12323.44629,12076.27148,12182.20313,164057
2019-12-25,12111.58203,12146.89258,11899.71777,12146.89258,27994
2019-12-26,12005.64941,12182.20313,11899.71777,12076.27148,25899716
2019-12-27,12076.27148,12111.58203,11899.71777,11935.02832,10765182
2019-12-30,12005.64941,12641.24316,11723.16406,12570.62109,276672
2019-12-31,12570.62109,12570.62109,11899.71777,12570.62109,212187
2020-01-02,12005.64941,12570.62109,12005.64941,12500,3307832
2020-01-03,12429.37891,12500,12182.20313,12182.20313,320256
2020-01-06,12076.27148,12464.68945,12076.27148,12358.75684,79550
2020-01-07,12358.75684,12464.68945,12076.27148,12323.44629,666921
2020-01-08,12111.58203,12358.75684,12111.58203,12217.51367,2008369
2020-01-09,12288.13574,12358.75684,12146.89258,12323.44629,14453820
2020-01-10,12358.75684,12853.10742,12358.75684,12711.86426,693216
2020-01-13,12711.86426,12782.48633,12217.51367,12711.86426,6034085
2020-01-14,12217.51367,12711.86426,12182.20313,12711.86426,10601379
2020-01-15,12711.86426,12711.86426,12358.75684,12711.86426,81986
2020-01-16,12323.44629,12711.86426,12288.13574,12394.06738,109017
2020-01-17,12358.75684,12711.86426,12358.75684,12570.62109,23812787
2020-01-20,12394.06738,12605.93262,12323.44629,12570.62109,827269
2020-01-21,12570.62109,12570.62109,12146.89258,12358.75684,1747556
2020-01-22,12358.75684,12358.75684,12146.89258,12323.44629,67288
2020-01-30,12217.51367,12994.35059,12005.64941,12676.55371,389923
2020-01-31,12676.55371,12711.86426,12217.51367,12605.93262,939459
2020-02-03,12252.8252,12570.62109,11758.47461,12500,161254
2020-02-04,12288.13574,12535.31055,12076.27148,12394.06738,262229
2020-02-05,12146.89258,12394.06738,12111.58203,12146.89258,7290516
2020-02-06,12040.96094,12500,12005.64941,12500,99983
2020-02-07,12500,12500,12182.20313,12358.75684,7796722
2020-02-10,12358.75684,12358.75684,12111.58203,12323.44629,116494
2020-02-11,12323.44629,12394.06738,12146.89258,12394.06738,1438231
2020-02-12,12464.68945,12464.68945,12217.51367,12323.44629,150053
2020-02-13,12217.51367,12358.75684,12217.51367,12288.13574,67217
2020-02-14,12217.51367,12358.75684,12146.89258,12217.51367,894458
2020-02-17,12288.13574,12323.44629,12182.20313,12252.8252,721154
2020-02-18,12358.75684,12394.06738,12217.51367,12288.13574,3051225
2020-02-19,12217.51367,12288.13574,12182.20313,12217.51367,35598
2020-02-20,12323.44629,12323.44629,12146.89258,12146.89258,373583
2020-02-21,12217.51367,12217.51367,11935.02832,12217.51367,1267419
2020-02-24,12217.51367,12217.51367,11652.54199,12146.89258,114115
2020-02-25,11652.54199,12252.8252,11652.54199,12146.89258,8563911
2020-02-26,12146.89258,12217.51367,12005.64941,12182.20313,644945
2020-02-27,12005.64941,12217.51367,12005.64941,12217.51367,341383
2020-02-28,12040.96094,12217.51367,11935.02832,12146.89258,33497589
2020-03-02,11970.33887,12570.62109,11970.33887,12500,1931778
2020-03-03,12182.20313,12535.31055,12182.20313,12358.75684,170783
2020-03-04,12464.68945,12464.68945,12146.89258,12358.75684,3803078
2020-03-05,12252.8252,12500,11829.0957,12217.51367,1268721
2020-03-06,12288.13574,12288.13574,11899.71777,12146.89258,871632
