Date,Open,High,Low,Close,Volume
2020-05-26,28045.97656,29633.48438,28045.97656,29633.48438,4186919
2020-05-27,30162.6543,30162.6543,28081.25586,28081.25586,3250244
2020-05-28,28222.36719,28892.64844,28081.25586,28716.25781,2712585
2020-05-29,28504.58984,28575.14648,28081.25586,28292.92188,2366533
2020-06-01,28434.03516,29315.98438,28398.75586,29245.42773,1565184
2020-06-02,29280.70508,29562.92969,28575.14648,28610.42383,2121153
2020-06-03,28857.36914,29069.03711,28575.14648,28927.92578,1270098
2020-06-04,29069.03711,29845.15234,28998.48242,29492.37305,2853594
2020-06-05,29492.37305,29774.59766,29104.31641,29704.04102,1723681
2020-06-08,30127.37695,31044.60352,29986.26563,31044.60352,3526181
2020-06-09,31115.16016,31115.16016,30550.71289,30585.99023,1586811
2020-06-10,30409.59961,31115.16016,29986.26563,30691.82422,1838824
2020-06-11,30691.82422,30832.93555,28575.14648,28575.14648,3382664
2020-06-12,27869.58789,29986.26563,27869.58789,29986.26563,2712159
2020-06-15,29845.15234,29845.15234,28151.81055,28151.81055,2130904
2020-06-16,29280.70508,29351.26172,28575.14648,28716.25781,1358893
2020-06-17,28716.25781,28998.48242,28116.5332,28434.03516,1158739
2020-06-18,28434.03516,28645.70313,28222.36719,28575.14648,892128
2020-06-19,29069.03711,29245.42773,28716.25781,29245.42773,1021061
2020-06-22,29280.70508,29527.65039,28786.81445,29139.59375,882873
2020-06-23,28963.20313,29174.87109,28575.14648,28716.25781,1573362
2020-06-24,28716.25781,29069.03711,28363.47852,28434.03516,980908
2020-06-25,28222.36719,28398.75586,28081.25586,28222.36719,1122258
2020-06-26,28857.36914,28857.36914,28010.69922,28151.81055,1300216
2020-06-29,27728.47461,27869.58789,27093.47266,27164.02734,2061074
2020-06-30,27516.80859,27552.08594,26670.13672,26740.69336,1221810
2020-07-01,26740.69336,27799.03125,26740.69336,27657.91992,1402163
2020-07-02,27834.30859,27834.30859,27305.14063,27516.80859,710783
2020-07-03,27693.19727,27728.47461,27375.69531,27587.36328,775766
2020-07-06,27799.03125,28363.47852,27587.36328,28292.92188,1073884
2020-07-07,28504.58984,28822.0918,28398.75586,28645.70313,1555602
2020-07-08,28575.14648,28716.25781,28222.36719,28610.42383,1089432
2020-07-09,28610.42383,29562.92969,28610.42383,29351.26172,2171014
2020-07-10,29069.03711,29386.53906,28751.53711,29280.70508,1460953
2020-07-13,29386.53906,29527.65039,28927.92578,29139.59375,1473327
2020-07-14,28822.0918,29139.59375,28716.25781,29104.31641,1404275
2020-07-16,29174.87109,29210.15039,28927.92578,29174.87109,670800
2020-07-17,29210.15039,29527.65039,29210.15039,29351.26172,1904304
2020-07-21,28927.92578,28927.92578,28469.3125,28786.81445,530897
2020-07-22,28927.92578,28927.92578,27869.58789,28222.36719,1063836
2020-07-23,28222.36719,28539.86914,27975.42188,28116.5332,1083254
2020-07-24,28116.5332,28116.5332,26634.85938,26952.35938,2562179
2020-07-27,25400.13086,26670.13672,25082.62891,25082.62891,2190361
2020-07-28,25400.13086,26705.41406,25400.13086,26705.41406,1691636
2020-07-29,25964.57813,26246.80078,25259.01758,26070.41211,1028488
2020-07-30,26458.46875,26458.46875,25400.13086,26246.80078,595158
2020-07-31,25400.13086,26282.07813,25400.13086,25858.74414,680155
2020-08-03,25611.79883,26352.63477,25611.79883,26246.80078,916491
2020-08-04,26811.24805,26811.24805,26458.46875,26740.69336,700195
2020-08-05,26670.13672,27516.80859,26529.02539,27340.41797,1292548
2020-08-06,27269.86133,27446.25195,26952.35938,26987.63867,846505
2020-08-07,26987.63867,27234.58398,26775.9707,26881.80469,754096
2020-08-10,27128.75,27305.14063,26881.80469,26881.80469,758008
2020-08-11,27058.19336,27234.58398,26881.80469,27164.02734,1106583
2020-08-12,27234.58398,27763.75391,27234.58398,27657.91992,1365313
2020-08-13,27869.58789,28010.69922,27728.47461,27975.42188,954547
2020-08-14,27763.75391,27940.14258,27375.69531,27516.80859,1397061
2020-08-17,27446.25195,27516.80859,27128.75,27305.14063,894339
2020-08-18,27516.80859,27516.80859,27093.47266,27093.47266,940090
2020-08-19,27093.47266,27410.97461,27093.47266,27234.58398,490901
2020-08-20,27234.58398,27410.97461,26987.63867,26987.63867,1217912
2020-08-21,27093.47266,27693.19727,27093.47266,27481.5293,1556793
2020-08-24,27869.58789,28151.81055,27657.91992,27975.42188,1333381
2020-08-25,28151.81055,28222.36719,27799.03125,27869.58789,1256548
2020-08-26,27869.58789,27869.58789,27728.47461,27763.75391,1178781
2020-08-27,27728.47461,27799.03125,27516.80859,27587.36328,1552328
2020-08-28,27869.58789,28927.92578,27728.47461,28610.42383,4298108
2020-08-31,28645.70313,29139.59375,28610.42383,28892.64844,2843772
2020-09-01,28575.14648,29210.15039,28504.58984,29210.15039,3010689
2020-09-03,29280.70508,29774.59766,29069.03711,29774.59766,4629192
